日期,国家,确诊人数,治愈人数,死亡人数,新增确诊,新增死亡,现有确诊
,萨尔瓦多,,,,,,0
,萨尔瓦多,,,,,,0
,萨尔瓦多,,,,,,0
,萨尔瓦多,,,,,,0
,萨尔瓦多,,,,,,0
,萨尔瓦多,,,,,,0
,萨尔瓦多,,,,,,0
,萨尔瓦多,,,,,,0
,萨尔瓦多,,,,,,0
,萨尔瓦多,,,,,,0
,萨尔瓦多,,,,,,0
,萨尔瓦多,,,,,,0
,萨尔瓦多,,,,,,0
,萨尔瓦多,,,,,,0
,萨尔瓦多,,,,,,0
,萨尔瓦多,,,,,,0
,萨尔瓦多,,,,,,0
,萨尔瓦多,,,,,,0
,萨尔瓦多,,,,,,0
,萨尔瓦多,,,,,,0
,萨尔瓦多,,,,,,0
,萨尔瓦多,,,,,,0
,萨尔瓦多,,,,,,0
,萨尔瓦多,,,,,,0
,萨尔瓦多,,,,,,0
,萨尔瓦多,,,,,,0
,萨尔瓦多,,,,,,0
,萨尔瓦多,,,,,,0
,萨尔瓦多,,,,,,0
,萨尔瓦多,,,,,,0
,萨尔瓦多,1,,,1,,1
,萨尔瓦多,3,,,2,,3
,萨尔瓦多,3,,,0,,3
,萨尔瓦多,3,,,0,,3
,萨尔瓦多,3,,,0,,3
,萨尔瓦多,5,,,2,,5
,萨尔瓦多,9,,,4,,9
,萨尔瓦多,13,,,4,,13
,萨尔瓦多,13,,,0,,13
,萨尔瓦多,19,,,6,,19
,萨尔瓦多,24,,,5,,24
,萨尔瓦多,30,,,6,,30
,萨尔瓦多,32,,,2,,32
,萨尔瓦多,32,,1,0,1,32
,萨尔瓦多,41,,2,9,1,41
,萨尔瓦多,46,,2,5,0,46
,萨尔瓦多,56,2,3,10,1,54
,萨尔瓦多,62,2,3,6,0,60
,萨尔瓦多,69,5,4,7,1,64
,萨尔瓦多,78,5,4,9,0,73
,萨尔瓦多,93,9,5,15,1,84
,萨尔瓦多,103,14,6,10,1,89
,萨尔瓦多,117,15,6,14,0,102
,萨尔瓦多,118,19,6,1,0,99
,萨尔瓦多,125,21,6,7,0,104
,萨尔瓦多,137,22,6,12,0,115
,萨尔瓦多,149,25,6,12,0,124
,萨尔瓦多,159,30,6,10,0,129
,萨尔瓦多,164,33,6,5,0,131
,萨尔瓦多,177,38,7,13,1,139
,萨尔瓦多,190,43,7,13,0,147
,萨尔瓦多,201,44,7,11,0,157
,萨尔瓦多,218,46,7,17,0,172
,萨尔瓦多,225,48,7,7,0,177
,萨尔瓦多,237,63,7,12,0,174
,萨尔瓦多,250,67,8,13,1,183
,萨尔瓦多,261,72,8,11,0,189
,萨尔瓦多,274,75,8,13,0,199
,萨尔瓦多,298,83,8,24,0,215
,萨尔瓦多,323,89,8,25,0,234
,萨尔瓦多,345,97,8,22,0,248
,萨尔瓦多,377,106,9,32,1,271
,萨尔瓦多,377,106,9,0,0,271
,萨尔瓦多,424,124,10,47,1,300
,萨尔瓦多,446,141,10,22,0,305
,萨尔瓦多,490,154,11,44,1,336
,萨尔瓦多,555,180,13,65,2,375
,萨尔瓦多,587,201,13,32,0,386
,萨尔瓦多,633,219,15,46,2,414
,萨尔瓦多,695,245,15,62,0,450
,萨尔瓦多,742,257,16,47,1,485
,萨尔瓦多,784,276,17,42,1,508
,萨尔瓦多,889,293,17,105,0,596
,萨尔瓦多,958,325,18,69,1,633
,萨尔瓦多,998,349,18,40,0,649
,萨尔瓦多,1037,374,20,39,2,663
,萨尔瓦多,1112,405,20,75,0,707
,萨尔瓦多,1210,416,23,98,3,794
,萨尔瓦多,1265,441,26,55,3,824
,萨尔瓦多,1338,462,27,73,1,876
,萨尔瓦多,1413,474,30,75,3,939
,萨尔瓦多,1498,502,30,85,0,996
,萨尔瓦多,1571,531,31,73,1,1040
,萨尔瓦多,1640,540,32,69,1,1100
,萨尔瓦多,1725,562,33,85,1,1163
,萨尔瓦多,1819,570,33,94,0,1249
,萨尔瓦多,1915,594,35,96,2,1321
,萨尔瓦多,1983,698,35,68,0,1285
,萨尔瓦多,2042,787,36,59,1,1255
,萨尔瓦多,2109,873,37,67,1,1236
,萨尔瓦多,2194,1002,39,85,2,1192
,萨尔瓦多,2278,1015,42,84,3,1263
,萨尔瓦多,2395,1026,44,117,2,1369
,萨尔瓦多,2517,1040,46,122,2,1477
,萨尔瓦多,2582,1063,46,65,0,1519
,萨尔瓦多,2653,1116,46,71,0,1537
,萨尔瓦多,2705,1179,49,52,3,1526
,萨尔瓦多,2781,1208,51,76,2,1573
,萨尔瓦多,2849,1249,53,68,2,1600
,萨尔瓦多,2934,1281,53,85,0,1653
,萨尔瓦多,3015,1305,53,81,0,1710
,萨尔瓦多,3104,1361,55,89,2,1743
,萨尔瓦多,3191,1413,58,87,3,1778
,萨尔瓦多,3274,1438,60,83,2,1836
,萨尔瓦多,3373,1497,64,99,4,1876
,萨尔瓦多,3481,1587,68,108,4,1894
,萨尔瓦多,3603,1738,72,122,4,1865
,萨尔瓦多,3720,1837,72,117,0,1883
,萨尔瓦多,3826,1912,74,106,2,1914
,萨尔瓦多,3941,2041,76,115,2,1900
,萨尔瓦多,4066,2137,78,125,2,1929
,萨尔瓦多,4200,2235,82,134,4,1965
,萨尔瓦多,4329,2310,86,129,4,2019
,萨尔瓦多,4475,2449,93,146,7,2026
,萨尔瓦多,4626,2535,98,151,5,2091
,萨尔瓦多,0,0,0,0,0,0
,萨尔瓦多,0,0,0,0,0,0
,萨尔瓦多,0,0,0,0,0,0
,萨尔瓦多,0,0,0,0,0,0
2月1日,古巴,,,,,,0
2月2日,古巴,,,,,,0
2月3日,古巴,,,,,,0
2月4日,古巴,,,,,,0
2月5日,古巴,,,,,,0
2月6日,古巴,,,,,,0
2月7日,古巴,,,,,,0
2月8日,古巴,,,,,,0
2月9日,古巴,,,,,,0
2月10日,古巴,,,,,,0
2月11日,古巴,,,,,,0
2月12日,古巴,,,,,,0
2月13日,古巴,,,,,,0
2月14日,古巴,,,,,,0
2月15日,古巴,,,,,,0
2月16日,古巴,,,,,,0
2月17日,古巴,,,,,,0
2月18日,古巴,,,,,,0
2月19日,古巴,,,,,,0
2月20日,古巴,,,,,,0
2月21日,古巴,,,,,,0
2月22日,古巴,,,,,,0
2月23日,古巴,,,,,,0
2月24日,古巴,,,,,,0
2月25日,古巴,,,,,,0
2月26日,古巴,,,,,,0
2月27日,古巴,,,,,,0
2月28日,古巴,,,,,,0
2月29日,古巴,,,,,,0
3月1日,古巴,,,,,,0
3月2日,古巴,,,,,,0
3月3日,古巴,,,,,,0
3月4日,古巴,,,,,,0
3月5日,古巴,,,,,,0
3月6日,古巴,,,,,,0
3月7日,古巴,,,,,,0
3月8日,古巴,,,,,,0
3月9日,古巴,,,,,,0
3月10日,古巴,,,,,,0
3月11日,古巴,,,,,,0
3月12日,古巴,,,,,,0
3月13日,古巴,3,,,3,,3
3月14日,古巴,4,,,1,,4
3月15日,古巴,4,,,0,,4
3月16日,古巴,4,,,0,,4
3月17日,古巴,4,,,0,,4
3月18日,古巴,7,,,3,,7
3月19日,古巴,10,,1,3,1,10
3月20日,古巴,11,,1,1,0,11
3月21日,古巴,21,,1,10,0,21
3月22日,古巴,21,,1,0,0,21
3月23日,古巴,35,,1,14,0,35
3月24日,古巴,40,,1,5,0,40
3月25日,古巴,48,1,1,8,0,47
3月26日,古巴,57,1,1,9,0,56
3月27日,古巴,67,1,1,10,0,66
3月28日,古巴,80,4,2,13,1,76
3月29日,古巴,119,4,3,39,1,115
3月30日,古巴,139,4,3,20,0,135
3月31日,古巴,170,4,4,31,1,166
4月1日,古巴,186,8,6,16,2,178
4月2日,古巴,212,12,6,26,0,200
4月3日,古巴,233,13,6,21,0,220
4月4日,古巴,269,15,6,36,0,254
4月5日,古巴,288,15,6,19,0,273
4月6日,古巴,320,15,8,32,2,305
4月7日,古巴,350,18,9,30,1,332
4月8日,古巴,396,27,11,46,2,369
4月9日,古巴,457,27,12,61,1,430
4月10日,古巴,515,28,15,58,3,487
4月11日,古巴,564,51,15,49,0,513
4月12日,古巴,620,77,16,56,1,543
4月13日,古巴,669,92,18,49,2,577
4月14日,古巴,726,121,21,57,3,605
4月15日,古巴,766,132,21,40,0,634
4月16日,古巴,814,151,24,48,3,663
4月17日,古巴,862,171,27,48,3,691
4月18日,古巴,923,192,31,61,4,731
4月19日,古巴,986,227,32,63,1,759
4月20日,古巴,1035,255,34,49,2,780
4月21日,古巴,1087,285,36,52,2,802
4月22日,古巴,1137,309,38,50,2,828
4月23日,古巴,1189,341,40,52,2,848
4月24日,古巴,1235,365,43,46,3,870
4月25日,古巴,1285,416,49,50,6,869
4月26日,古巴,1337,437,51,52,2,900
4月27日,古巴,1369,501,54,32,3,868
4月28日,古巴,1389,525,56,20,2,864
4月29日,古巴,1437,575,58,48,2,862
4月30日,古巴,1467,617,58,30,0,850
5月1日,古巴,1501,681,61,34,3,820
5月2日,古巴,1537,714,64,36,3,823
5月3日,古巴,1611,765,66,74,2,846
5月4日,古巴,1649,827,67,38,1,822
5月5日,古巴,1668,876,69,19,2,792
5月6日,古巴,1685,954,69,17,0,731
5月7日,古巴,1703,1001,69,18,0,702
5月8日,古巴,1729,1031,73,26,4,698
5月9日,古巴,1741,1078,74,12,1,663
5月10日,古巴,1754,1140,74,13,0,614
5月11日,古巴,1766,1193,77,12,3,573
5月12日,古巴,1783,1229,77,17,0,554
5月13日,古巴,1804,1277,78,21,1,527
5月14日,古巴,1810,1326,79,6,1,484
5月15日,古巴,1830,1383,79,20,0,447
5月16日,古巴,1840,1425,79,10,0,415
5月17日,古巴,1862,1460,79,22,0,402
5月18日,古巴,1872,1495,79,10,0,377
5月19日,古巴,1881,1505,79,9,0,376
5月20日,古巴,1887,1538,79,6,0,349
5月21日,古巴,1900,1573,79,13,0,327
5月22日,古巴,1908,1603,80,8,1,305
5月23日,古巴,1916,1631,81,8,1,285
5月24日,古巴,1931,1671,81,15,0,260
5月25日,古巴,1941,1689,82,10,1,252
5月26日,古巴,1947,1704,82,6,0,243
5月27日,古巴,1963,1709,82,16,0,254
5月28日,古巴,1974,1724,82,11,0,250
5月29日,古巴,1983,1734,82,9,0,249
5月30日,古巴,2005,1760,82,22,0,245
5月31日,古巴,2025,1795,83,20,1,230
6月1日,古巴,2045,1809,83,20,0,236
6月2日,古巴,2083,1826,83,38,0,257
6月3日,古巴,2092,1827,83,9,0,265
6月4日,古巴,2107,1830,83,15,0,277
6月5日,古巴,2119,1839,83,12,0,280
6月6日,古巴,2133,1848,83,14,0,285
6月7日,古巴,2173,1855,83,40,0,318
6月8日,古巴,2191,1862,83,18,0,329
6月9日,古巴,2200,1868,83,9,0,332
6月10日,古巴,2205,1880,83,5,0,325
6月11日,古巴,2211,1886,83,6,0,325
6月12日,古巴,2219,1893,84,8,1,326
6月13日,古巴,2233,1902,84,14,0,331
6月14日,古巴,2238,1923,84,5,0,315
6月15日,古巴,2248,1948,84,10,0,300
6月16日,古巴,2262,1965,84,14,0,297
6月17日,古巴,2273,1994,84,11,0,279
6月18日,古巴,2280,1999,84,7,0,281
6月19日,古巴,2295,2020,85,15,1,275
6月20日,古巴,2305,2037,85,10,0,268
6月21日,古巴,2309,2071,85,4,0,238
6月22日,古巴,2312,2103,85,3,0,209
6月23日,古巴,0,0,0,0,0,0
6月24日,古巴,0,0,0,0,0,0
6月25日,古巴,0,0,0,0,0,0
6月26日,古巴,0,0,0,0,0,0
2月1日,海地,,,,,,0
2月2日,海地,,,,,,0
2月3日,海地,,,,,,0
2月4日,海地,,,,,,0
2月5日,海地,,,,,,0
2月6日,海地,,,,,,0
2月7日,海地,,,,,,0
2月8日,海地,,,,,,0
2月9日,海地,,,,,,0
2月10日,海地,,,,,,0
2月11日,海地,,,,,,0
2月12日,海地,,,,,,0
2月13日,海地,,,,,,0
2月14日,海地,,,,,,0
2月15日,海地,,,,,,0
2月16日,海地,,,,,,0
2月17日,海地,,,,,,0
2月18日,海地,,,,,,0
2月19日,海地,,,,,,0
2月20日,海地,,,,,,0
2月21日,海地,,,,,,0
2月22日,海地,,,,,,0
2月23日,海地,,,,,,0
2月24日,海地,,,,,,0
2月25日,海地,,,,,,0
2月26日,海地,,,,,,0
2月27日,海地,,,,,,0
2月28日,海地,,,,,,0
2月29日,海地,,,,,,0
3月1日,海地,,,,,,0
3月2日,海地,,,,,,0
3月3日,海地,,,,,,0
3月4日,海地,,,,,,0
3月5日,海地,,,,,,0
3月6日,海地,,,,,,0
3月7日,海地,,,,,,0
3月8日,海地,,,,,,0
3月9日,海地,,,,,,0
3月10日,海地,,,,,,0
3月11日,海地,,,,,,0
3月12日,海地,,,,,,0
3月13日,海地,,,,,,0
3月14日,海地,,,,,,0
3月15日,海地,,,,,,0
3月16日,海地,,,,,,0
3月17日,海地,,,,,,0
3月18日,海地,,,,,,0
3月19日,海地,,,,,,0
3月20日,海地,,,,,,0
3月21日,海地,2,,,2,,2
3月22日,海地,2,,,0,,2
3月23日,海地,2,,,0,,2
3月24日,海地,6,,,4,,6
3月25日,海地,7,,,1,,7
3月26日,海地,8,,,1,,8
3月27日,海地,8,,,0,,8
3月28日,海地,8,,,0,,8
3月29日,海地,8,,,0,,8
3月30日,海地,15,1,,7,,14
3月31日,海地,15,1,,0,,14
4月1日,海地,15,1,,0,,14
4月2日,海地,16,1,,1,,15
4月3日,海地,16,1,,0,,15
4月4日,海地,18,1,,2,,17
4月5日,海地,20,1,,2,,19
4月6日,海地,21,1,1,1,1,20
4月7日,海地,24,,1,3,0,24
4月8日,海地,25,,1,1,0,25
4月9日,海地,27,,1,2,0,27
4月10日,海地,30,,2,3,1,30
4月11日,海地,31,,2,1,0,31
4月12日,海地,33,,2,2,0,33
4月13日,海地,33,,3,0,1,33
4月14日,海地,40,0,3,7,0,40
4月15日,海地,40,0,3,0,0,40
4月16日,海地,41,0,3,1,0,41
4月17日,海地,41,0,3,0,0,41
4月18日,海地,43,0,3,2,0,43
4月19日,海地,44,0,3,1,0,44
4月20日,海地,47,0,3,3,0,47
4月21日,海地,47,0,3,0,0,47
4月22日,海地,57,0,3,10,0,57
4月23日,海地,58,2,4,1,1,56
4月24日,海地,62,2,4,4,0,60
4月25日,海地,72,2,5,10,1,70
4月26日,海地,72,6,6,0,1,66
4月27日,海地,72,6,6,0,0,66
4月28日,海地,74,7,6,2,0,67
4月29日,海地,76,8,6,2,0,68
4月30日,海地,76,8,6,0,0,68
5月1日,海地,76,8,7,0,1,68
5月2日,海地,81,8,8,5,1,73
5月3日,海地,85,10,8,4,0,75
5月4日,海地,85,10,8,0,0,75
5月5日,海地,100,10,11,15,3,90
5月6日,海地,100,10,11,0,0,90
5月7日,海地,101,10,12,1,1,91
5月8日,海地,108,15,12,7,0,93
5月9日,海地,129,16,12,21,0,113
5月10日,海地,151,17,12,22,0,134
5月11日,海地,151,17,12,0,0,134
5月12日,海地,182,17,15,31,3,165
5月13日,海地,209,17,16,27,1,192
5月14日,海地,219,17,18,10,2,202
5月15日,海地,234,17,18,15,0,217
5月16日,海地,273,18,20,39,2,255
5月17日,海地,358,29,20,85,0,329
5月18日,海地,358,29,20,0,0,329
5月19日,海地,456,21,20,98,0,435
5月20日,海地,533,21,21,77,1,512
5月21日,海地,596,21,22,63,1,575
5月22日,海地,663,21,22,67,0,642
5月23日,海地,734,21,25,71,3,713
5月24日,海地,812,22,25,78,0,790
5月25日,海地,865,22,26,53,1,843
5月26日,海地,958,22,27,93,1,936
5月27日,海地,1063,22,31,105,4,1041
5月28日,海地,1174,22,33,111,2,1152
5月29日,海地,1320,22,34,146,1,1298
5月30日,海地,1443,22,35,123,1,1421
5月31日,海地,1584,22,35,141,0,1562
6月1日,海地,1865,24,41,281,6,1841
6月2日,海地,2124,24,44,259,3,2100
6月3日,海地,2226,24,45,102,1,2202
6月4日,海地,2507,24,48,281,3,2483
6月5日,海地,2640,24,50,133,2,2616
6月6日,海地,2740,24,50,100,0,2716
6月7日,海地,2924,24,50,184,0,2900
6月8日,海地,3072,24,50,148,0,3048
6月9日,海地,3334,24,51,262,1,3310
6月10日,海地,3538,24,54,204,3,3514
6月11日,海地,3662,24,56,124,2,3638
6月12日,海地,3796,24,58,134,2,3772
6月13日,海地,3941,24,64,145,6,3917
6月14日,海地,3941,24,64,0,0,3917
6月15日,海地,4165,24,70,224,6,4141
6月16日,海地,4309,24,73,144,3,4285
6月17日,海地,4441,24,76,132,3,4417
6月18日,海地,4547,24,80,106,4,4523
6月19日,海地,4688,24,82,141,2,4664
6月20日,海地,4916,24,84,228,2,4892
6月21日,海地,4980,24,87,64,3,4956
6月22日,海地,5077,24,88,97,1,5053
6月23日,海地,0,0,0,0,0,0
6月24日,海地,0,0,0,0,0,0
6月25日,海地,0,0,0,0,0,0
6月26日,海地,0,0,0,0,0,0
2月1日,索马里,,,,,,0
2月2日,索马里,,,,,,0
2月3日,索马里,,,,,,0
2月4日,索马里,,,,,,0
2月5日,索马里,,,,,,0
2月6日,索马里,,,,,,0
2月7日,索马里,,,,,,0
2月8日,索马里,,,,,,0
2月9日,索马里,,,,,,0
2月10日,索马里,,,,,,0
2月11日,索马里,,,,,,0
2月12日,索马里,,,,,,0
2月13日,索马里,,,,,,0
2月14日,索马里,,,,,,0
2月15日,索马里,,,,,,0
2月16日,索马里,,,,,,0
2月17日,索马里,,,,,,0
2月18日,索马里,,,,,,0
2月19日,索马里,,,,,,0
2月20日,索马里,,,,,,0
2月21日,索马里,,,,,,0
2月22日,索马里,,,,,,0
2月23日,索马里,,,,,,0
2月24日,索马里,,,,,,0
2月25日,索马里,,,,,,0
2月26日,索马里,,,,,,0
2月27日,索马里,,,,,,0
2月28日,索马里,,,,,,0
2月29日,索马里,,,,,,0
3月1日,索马里,,,,,,0
3月2日,索马里,,,,,,0
3月3日,索马里,,,,,,0
3月4日,索马里,,,,,,0
3月5日,索马里,,,,,,0
3月6日,索马里,,,,,,0
3月7日,索马里,,,,,,0
3月8日,索马里,,,,,,0
3月9日,索马里,,,,,,0
3月10日,索马里,,,,,,0
3月11日,索马里,,,,,,0
3月12日,索马里,,,,,,0
3月13日,索马里,,,,,,0
3月14日,索马里,,,,,,0
3月15日,索马里,,,,,,0
3月16日,索马里,,,,,,0
3月17日,索马里,1,,,1,,1
3月18日,索马里,1,,,0,,1
3月19日,索马里,1,,,0,,1
3月20日,索马里,1,,,0,,1
3月21日,索马里,1,,,0,,1
3月22日,索马里,1,,,0,,1
3月23日,索马里,1,,,0,,1
3月24日,索马里,1,,,0,,1
3月25日,索马里,1,,,0,,1
3月26日,索马里,1,,,0,,1
3月27日,索马里,2,,,1,,2
3月28日,索马里,3,,,1,,3
3月29日,索马里,3,,,0,,3
3月30日,索马里,3,,,0,,3
3月31日,索马里,3,,,0,,3
4月1日,索马里,5,1,,2,,4
4月2日,索马里,5,1,,0,,4
4月3日,索马里,5,1,,0,,4
4月4日,索马里,7,1,,2,,6
4月5日,索马里,7,1,,0,,6
4月6日,索马里,7,1,,0,,6
4月7日,索马里,7,1,,0,,6
4月8日,索马里,8,1,,1,,7
4月9日,索马里,12,1,1,4,1,11
4月10日,索马里,12,1,1,0,0,11
4月11日,索马里,21,1,1,9,0,20
4月12日,索马里,21,1,1,0,0,20
4月13日,索马里,25,2,1,4,0,23
4月14日,索马里,60,2,2,35,1,58
4月15日,索马里,60,2,2,0,0,58
4月16日,索马里,80,2,5,20,3,78
4月17日,索马里,80,2,5,0,0,78
4月18日,索马里,116,2,6,36,1,114
4月19日,索马里,135,2,7,19,1,133
4月20日,索马里,164,3,7,29,0,161
4月21日,索马里,164,3,7,0,0,161
4月22日,索马里,286,4,8,122,1,282
4月23日,索马里,286,4,8,0,0,282
4月24日,索马里,328,8,16,42,8,320
4月25日,索马里,328,8,16,0,0,320
4月26日,索马里,390,8,18,62,2,382
4月27日,索马里,436,10,23,46,5,426
4月28日,索马里,480,10,26,44,3,470
4月29日,索马里,528,19,28,48,2,509
4月30日,索马里,582,20,28,54,0,562
5月1日,索马里,601,31,28,19,0,570
5月2日,索马里,601,31,28,0,0,570
5月3日,索马里,671,34,31,70,3,637
5月4日,索马里,722,44,32,51,1,678
5月5日,索马里,756,61,35,34,3,695
5月6日,索马里,835,75,38,79,3,760
5月7日,索马里,873,87,39,38,1,786
5月8日,索马里,928,106,44,55,5,822
5月9日,索马里,928,106,44,0,0,822
5月10日,索马里,997,110,48,69,4,887
5月11日,索马里,1054,118,51,57,3,936
5月12日,索马里,1089,121,52,35,1,968
5月13日,索马里,1170,126,52,81,0,1044
5月14日,索马里,1219,130,52,49,0,1089
5月15日,索马里,1284,135,53,65,1,1149
5月16日,索马里,1284,135,53,0,0,1149
5月17日,索马里,1357,148,55,73,2,1209
5月18日,索马里,1421,152,56,64,1,1269
5月19日,索马里,1455,163,57,34,1,1292
5月20日,索马里,1502,178,59,47,2,1324
5月21日,索马里,1573,188,61,71,2,1385
5月22日,索马里,1594,204,61,21,0,1390
5月23日,索马里,1594,204,61,0,0,1390
5月24日,索马里,1594,204,61,0,0,1390
5月25日,索马里,1594,204,61,0,0,1390
5月26日,索马里,1689,235,66,95,5,1454
5月27日,索马里,1711,253,67,22,1,1458
5月28日,索马里,1731,265,67,20,0,1466
5月29日,索马里,1828,310,72,97,5,1518
5月30日,索马里,1828,310,72,0,0,1518
5月31日,索马里,1916,327,73,88,1,1589
6月1日,索马里,1976,348,78,60,5,1628
6月2日,索马里,2023,361,79,47,1,1662
6月3日,索马里,2089,361,79,66,0,1728
6月4日,索马里,2146,406,79,57,0,1740
6月5日,索马里,2204,418,79,58,0,1786
6月6日,索马里,2204,418,79,0,0,1786
6月7日,索马里,2289,431,82,85,3,1858
6月8日,索马里,2334,441,83,45,1,1893
6月9日,索马里,2368,470,84,34,1,1898
6月10日,索马里,2416,489,85,48,1,1927
6月11日,索马里,2452,506,85,36,0,1946
6月12日,索马里,2513,532,85,61,0,1981
6月13日,索马里,2513,532,85,0,0,1981
6月14日,索马里,2579,559,87,66,2,2020
6月15日,索马里,2618,577,88,39,1,2041
6月16日,索马里,2642,622,88,24,0,2020
6月17日,索马里,2658,649,88,16,0,2009
6月18日,索马里,2696,685,88,38,0,2011
6月19日,索马里,2719,724,88,23,0,1995
6月20日,索马里,2719,724,88,0,0,1995
6月21日,索马里,2755,751,88,36,0,2004
6月22日,索马里,2779,782,90,24,2,1997
6月23日,索马里,0,0,0,0,0,0
6月24日,索马里,0,0,0,0,0,0
6月25日,索马里,0,0,0,0,0,0
6月26日,索马里,0,0,0,0,0,0
2月1日,肯尼亚,,,,,,0
2月2日,肯尼亚,,,,,,0
2月3日,肯尼亚,,,,,,0
2月4日,肯尼亚,,,,,,0
2月5日,肯尼亚,,,,,,0
2月6日,肯尼亚,,,,,,0
2月7日,肯尼亚,,,,,,0
2月8日,肯尼亚,,,,,,0
2月9日,肯尼亚,,,,,,0
2月10日,肯尼亚,,,,,,0
2月11日,肯尼亚,,,,,,0
2月12日,肯尼亚,,,,,,0
2月13日,肯尼亚,,,,,,0
2月14日,肯尼亚,,,,,,0
2月15日,肯尼亚,,,,,,0
2月16日,肯尼亚,,,,,,0
2月17日,肯尼亚,,,,,,0
2月18日,肯尼亚,,,,,,0
2月19日,肯尼亚,,,,,,0
2月20日,肯尼亚,,,,,,0
2月21日,肯尼亚,,,,,,0
2月22日,肯尼亚,,,,,,0
2月23日,肯尼亚,,,,,,0
2月24日,肯尼亚,,,,,,0
2月25日,肯尼亚,,,,,,0
2月26日,肯尼亚,,,,,,0
2月27日,肯尼亚,,,,,,0
2月28日,肯尼亚,,,,,,0
2月29日,肯尼亚,,,,,,0
3月1日,肯尼亚,,,,,,0
3月2日,肯尼亚,,,,,,0
3月3日,肯尼亚,,,,,,0
3月4日,肯尼亚,,,,,,0
3月5日,肯尼亚,,,,,,0
3月6日,肯尼亚,,,,,,0
3月7日,肯尼亚,,,,,,0
3月8日,肯尼亚,,,,,,0
3月9日,肯尼亚,,,,,,0
3月10日,肯尼亚,,,,,,0
3月11日,肯尼亚,,,,,,0
3月12日,肯尼亚,,,,,,0
3月13日,肯尼亚,,,,,,0
3月14日,肯尼亚,1,,,1,,1
3月15日,肯尼亚,1,,,0,,1
3月16日,肯尼亚,3,,,2,,3
3月17日,肯尼亚,3,,,0,,3
3月18日,肯尼亚,4,,,1,,4
3月19日,肯尼亚,7,,,3,,7
3月20日,肯尼亚,7,,,0,,7
3月21日,肯尼亚,7,,,0,,7
3月22日,肯尼亚,7,,,0,,7
3月23日,肯尼亚,15,,,8,,15
3月24日,肯尼亚,16,,,1,,16
3月25日,肯尼亚,25,,,9,,25
3月26日,肯尼亚,28,1,,3,,27
3月27日,肯尼亚,31,1,1,3,1,30
3月28日,肯尼亚,31,1,1,0,0,30
3月29日,肯尼亚,38,1,1,7,0,37
3月30日,肯尼亚,42,1,1,4,0,41
3月31日,肯尼亚,50,1,1,8,0,49
4月1日,肯尼亚,59,1,1,9,0,58
4月2日,肯尼亚,81,3,1,22,0,78
4月3日,肯尼亚,110,4,3,29,2,106
4月4日,肯尼亚,122,4,4,12,1,118
4月5日,肯尼亚,126,4,4,4,0,122
4月6日,肯尼亚,142,4,4,16,0,138
4月7日,肯尼亚,158,4,6,16,2,154
4月8日,肯尼亚,172,7,6,14,0,165
4月9日,肯尼亚,179,9,6,7,0,170
4月10日,肯尼亚,184,12,7,5,1,172
4月11日,肯尼亚,189,22,7,5,0,167
4月12日,肯尼亚,191,24,7,2,0,167
4月13日,肯尼亚,197,25,8,6,1,172
4月14日,肯尼亚,208,40,9,11,1,168
4月15日,肯尼亚,216,41,9,8,0,175
4月16日,肯尼亚,225,53,10,9,1,172
4月17日,肯尼亚,234,53,11,9,1,181
4月18日,肯尼亚,246,53,11,12,0,193
4月19日,肯尼亚,262,60,12,16,1,202
4月20日,肯尼亚,270,67,14,8,2,203
4月21日,肯尼亚,281,69,14,11,0,212
4月22日,肯尼亚,296,74,14,15,0,222
4月23日,肯尼亚,303,74,14,7,0,229
4月24日,肯尼亚,320,89,14,17,0,231
4月25日,肯尼亚,336,94,14,16,0,242
4月26日,肯尼亚,343,98,14,7,0,245
4月27日,肯尼亚,355,106,14,12,0,249
4月28日,肯尼亚,363,114,14,8,0,249
4月29日,肯尼亚,374,124,14,11,0,250
4月30日,肯尼亚,384,129,14,10,0,255
5月1日,肯尼亚,396,144,17,12,3,252
5月2日,肯尼亚,411,150,21,15,4,261
5月3日,肯尼亚,435,152,22,24,1,283
5月4日,肯尼亚,465,167,24,30,2,298
5月5日,肯尼亚,490,173,24,25,0,317
5月6日,肯尼亚,535,182,24,45,0,353
5月7日,肯尼亚,582,190,26,47,2,392
5月8日,肯尼亚,607,197,29,25,3,410
5月9日,肯尼亚,621,202,29,14,0,419
5月10日,肯尼亚,649,207,30,28,1,442
5月11日,肯尼亚,672,239,32,23,2,433
5月12日,肯尼亚,700,251,33,28,1,449
5月13日,肯尼亚,715,259,36,15,3,456
5月14日,肯尼亚,737,281,40,22,4,456
5月15日,肯尼亚,758,284,42,21,2,474
5月16日,肯尼亚,781,284,45,23,3,497
5月17日,肯尼亚,830,301,50,49,5,529
5月18日,肯尼亚,887,313,50,57,0,574
5月19日,肯尼亚,912,336,50,25,0,576
5月20日,肯尼亚,963,358,50,51,0,605
5月21日,肯尼亚,1029,366,50,66,0,663
5月22日,肯尼亚,1109,366,50,80,0,743
5月23日,肯尼亚,1161,380,50,52,0,781
5月24日,肯尼亚,1192,380,50,31,0,812
5月25日,肯尼亚,1214,383,51,22,1,831
5月26日,肯尼亚,1286,402,52,72,1,884
5月27日,肯尼亚,1348,405,52,62,0,943
5月28日,肯尼亚,1471,408,55,123,3,1063
5月29日,肯尼亚,1618,421,58,147,3,1197
5月30日,肯尼亚,1745,438,62,127,4,1307
